START_TIME,PROBLEM_DESCRIPTION,END_TIME,ACKNOWLEDGE_MESSAGE,DURATION,HOSTNAME,Severity_Description
28-09-2023 22:43,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 22:44,,0d 0h 1m 31s,AICIN,Not Classified
28-09-2023 22:33,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 22:40,,0d 0h 6m 35s,AICIN,Not Classified
28-09-2023 22:33,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 22:40,,0d 0h 6m 35s,AICIN,Not Classified
28-09-2023 22:33,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 22:40,,0d 0h 6m 35s,AICIN,Not Classified
28-09-2023 22:29,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 22:31,,0d 0h 1m 4s,AICIN,Not Classified
28-09-2023 22:29,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 22:31,,0d 0h 1m 4s,AICIN,Not Classified
28-09-2023 22:29,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 22:31,,0d 0h 1m 4s,AICIN,Not Classified
28-09-2023 22:26,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 22:28,,0d 0h 2m 32s,AICIN,Not Classified
28-09-2023 22:26,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 22:28,,0d 0h 2m 32s,AICIN,Not Classified
28-09-2023 22:26,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 22:28,,0d 0h 2m 32s,AICIN,Not Classified
28-09-2023 22:21,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 22:22,,0d 0h 1m 1s,AICIN,Not Classified
28-09-2023 22:21,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 22:22,,0d 0h 1m 1s,AICIN,Not Classified
28-09-2023 22:21,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 22:22,,0d 0h 1m 1s,AICIN,Not Classified
28-09-2023 22:07,High memory utilization,28-09-2023 22:09,,0d 0h 2m 0s,AICIN,Warning
28-09-2023 22:02,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 22:06,,0d 0h 4m 3s,AICIN,Not Classified
28-09-2023 22:02,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 22:06,,0d 0h 4m 3s,AICIN,Not Classified
28-09-2023 22:02,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 22:06,,0d 0h 4m 3s,AICIN,Not Classified
28-09-2023 21:59,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 22:00,,0d 0h 1m 31s,AICIN,Not Classified
28-09-2023 21:59,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 22:00,,0d 0h 1m 31s,AICIN,Not Classified
28-09-2023 21:59,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 22:00,,0d 0h 1m 31s,AICIN,Not Classified
28-09-2023 21:52,Windows(C:): Disk space is critically low,28-09-2023 22:43,,0d 0h 50m 8s,AICIN,Warning
28-09-2023 21:52,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 21:57,,0d 0h 4m 44s,AICIN,Not Classified
28-09-2023 21:52,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 21:57,,0d 0h 4m 44s,AICIN,Not Classified
28-09-2023 21:52,Windows(C:): Disk space is critically low,28-09-2023 22:43,,0d 0h 50m 8s,AICIN,Warning
28-09-2023 21:52,Windows(C:): Disk space is critically low,28-09-2023 22:43,,0d 0h 50m 8s,AICIN,Warning
28-09-2023 21:52,Windows(C:): Disk space is critically low,28-09-2023 22:43,,0d 0h 50m 8s,AICIN,Warning
28-09-2023 21:52,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 21:57,,0d 0h 4m 44s,AICIN,Not Classified
28-09-2023 21:49,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 21:51,,0d 0h 1m 29s,AICIN,Not Classified
28-09-2023 21:49,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 21:51,,0d 0h 1m 29s,AICIN,Not Classified
28-09-2023 21:49,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 21:51,,0d 0h 1m 29s,AICIN,Not Classified
28-09-2023 21:47,Azure: There are errors in requests to API,28-09-2023 21:48,,0d 0h 0m 57s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 21:47,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 21:48,,0d 0h 1m 21s,AICIN,Not Classified
28-09-2023 21:47,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 21:48,,0d 0h 1m 21s,AICIN,Not Classified
28-09-2023 21:47,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 21:48,,0d 0h 1m 21s,AICIN,Not Classified
28-09-2023 21:43,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 21:44,,0d 0h 1m 1s,AICIN,Not Classified
28-09-2023 21:43,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 21:44,,0d 0h 1m 1s,AICIN,Not Classified
28-09-2023 21:43,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 21:44,,0d 0h 1m 1s,AICIN,Not Classified
28-09-2023 21:39,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 21:42,,0d 0h 3m 0s,AICIN,Not Classified
28-09-2023 21:39,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 21:42,,0d 0h 3m 0s,AICIN,Not Classified
28-09-2023 21:39,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 21:42,,0d 0h 3m 0s,AICIN,Not Classified
28-09-2023 21:34,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): High bandwidth usage,28-09-2023 21:36,,0d 0h 1m 39s,AICIN,Information
28-09-2023 21:34,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): High bandwidth usage,28-09-2023 21:36,,0d 0h 1m 39s,AICIN,Information
28-09-2023 21:34,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): High bandwidth usage,28-09-2023 21:36,,0d 0h 1m 39s,AICIN,Information
28-09-2023 21:33,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 21:36,,0d 0h 3m 11s,AICIN,Not Classified
28-09-2023 21:33,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 21:36,,0d 0h 3m 11s,AICIN,Not Classified
28-09-2023 21:33,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 21:36,,0d 0h 3m 11s,AICIN,Not Classified
28-09-2023 21:26,High memory utilization,28-09-2023 21:28,,0d 0h 2m 0s,AICIN,Warning
28-09-2023 21:24,Azure: There are errors in requests to API,28-09-2023 21:25,,0d 0h 0m 58s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 21:21,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 21:31,,0d 0h 10m 5s,AICIN,Not Classified
28-09-2023 21:21,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 21:31,,0d 0h 10m 5s,AICIN,Not Classified
28-09-2023 21:21,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 21:31,,0d 0h 10m 5s,AICIN,Not Classified
28-09-2023 21:13,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 21:15,,0d 0h 1m 45s,AICIN,Not Classified
28-09-2023 21:13,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 21:15,,0d 0h 1m 45s,AICIN,Not Classified
28-09-2023 21:13,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 21:15,,0d 0h 1m 45s,AICIN,Not Classified
28-09-2023 21:09,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 21:10,,0d 0h 1m 2s,AICIN,Not Classified
28-09-2023 21:09,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 21:10,,0d 0h 1m 2s,AICIN,Not Classified
28-09-2023 21:09,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 21:10,,0d 0h 1m 2s,AICIN,Not Classified
28-09-2023 21:06,Azure Microsoft SQL: Microsoft SQL database is in unknown state,28-09-2023 21:06,,0d 0h 0m 47s,Azure Microsoft SQL database azure-sqlserver1,Information
28-09-2023 21:06,Azure Microsoft SQL: There are errors in requests to API,28-09-2023 21:06,,0d 0h 0m 47s,Azure Microsoft SQL database azure-sqlserver1,Warning
28-09-2023 21:02,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 21:05,,0d 0h 3m 1s,AICIN,Not Classified
28-09-2023 21:02,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 21:05,,0d 0h 3m 1s,AICIN,Not Classified
28-09-2023 21:02,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 21:05,,0d 0h 3m 1s,AICIN,Not Classified
28-09-2023 20:58,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 21:01,,0d 0h 3m 14s,AICIN,Not Classified
28-09-2023 20:58,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 21:01,,0d 0h 3m 14s,AICIN,Not Classified
28-09-2023 20:58,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 21:01,,0d 0h 3m 14s,AICIN,Not Classified
28-09-2023 20:55,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 20:56,,0d 0h 1m 32s,AICIN,Not Classified
28-09-2023 20:55,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 20:56,,0d 0h 1m 32s,AICIN,Not Classified
28-09-2023 20:55,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 20:56,,0d 0h 1m 32s,AICIN,Not Classified
28-09-2023 20:54,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): High bandwidth usage,28-09-2023 21:34,,0d 0h 39m 46s,AICIN,Information
28-09-2023 20:54,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): High bandwidth usage,28-09-2023 21:34,,0d 0h 39m 46s,AICIN,Information
28-09-2023 20:54,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): High bandwidth usage,28-09-2023 21:34,,0d 0h 39m 46s,AICIN,Information
28-09-2023 20:53,Windows(C:): Disk space is critically low,28-09-2023 20:58,,0d 0h 4m 14s,AICIN,Warning
28-09-2023 20:53,Windows(C:): Disk space is critically low,28-09-2023 20:58,,0d 0h 4m 14s,AICIN,Warning
28-09-2023 20:53,Windows(C:): Disk space is critically low,28-09-2023 20:58,,0d 0h 4m 14s,AICIN,Warning
28-09-2023 20:53,Windows(C:): Disk space is critically low,28-09-2023 20:58,,0d 0h 4m 14s,AICIN,Warning
28-09-2023 20:50,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 20:51,,0d 0h 1m 31s,AICIN,Not Classified
28-09-2023 20:50,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 20:51,,0d 0h 1m 31s,AICIN,Not Classified
28-09-2023 20:50,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 20:51,,0d 0h 1m 31s,AICIN,Not Classified
28-09-2023 20:43,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 20:47,,0d 0h 4m 2s,AICIN,Not Classified
28-09-2023 20:43,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 20:47,,0d 0h 4m 2s,AICIN,Not Classified
28-09-2023 20:43,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 20:47,,0d 0h 4m 2s,AICIN,Not Classified
28-09-2023 20:43,Azure: There are errors in requests to API,28-09-2023 20:44,,0d 0h 0m 56s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 20:38,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 20:39,,0d 0h 1m 30s,AICIN,Not Classified
28-09-2023 20:38,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 20:39,,0d 0h 1m 30s,AICIN,Not Classified
28-09-2023 20:38,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 20:39,,0d 0h 1m 30s,AICIN,Not Classified
28-09-2023 20:30,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 20:36,,0d 0h 6m 6s,AICIN,Not Classified
28-09-2023 20:30,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 20:36,,0d 0h 6m 6s,AICIN,Not Classified
28-09-2023 20:30,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 20:36,,0d 0h 6m 6s,AICIN,Not Classified
28-09-2023 20:26,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 20:27,,0d 0h 1m 3s,AICIN,Not Classified
28-09-2023 20:26,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 20:27,,0d 0h 1m 3s,AICIN,Not Classified
28-09-2023 20:26,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 20:27,,0d 0h 1m 3s,AICIN,Not Classified
28-09-2023 20:20,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 20:23,,0d 0h 2m 34s,AICIN,Not Classified
28-09-2023 20:20,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 20:23,,0d 0h 2m 34s,AICIN,Not Classified
28-09-2023 20:20,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 20:23,,0d 0h 2m 34s,AICIN,Not Classified
28-09-2023 20:09,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 20:15,,0d 0h 6m 3s,AICIN,Not Classified
28-09-2023 20:09,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 20:15,,0d 0h 6m 3s,AICIN,Not Classified
28-09-2023 20:09,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 20:15,,0d 0h 6m 3s,AICIN,Not Classified
28-09-2023 20:03,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 20:07,,0d 0h 4m 33s,AICIN,Not Classified
28-09-2023 20:03,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 20:07,,0d 0h 4m 33s,AICIN,Not Classified
28-09-2023 20:03,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 20:07,,0d 0h 4m 33s,AICIN,Not Classified
28-09-2023 20:00,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 20:01,,0d 0h 1m 25s,AICIN,Not Classified
28-09-2023 20:00,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 20:01,,0d 0h 1m 25s,AICIN,Not Classified
28-09-2023 20:00,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 20:01,,0d 0h 1m 25s,AICIN,Not Classified
28-09-2023 19:55,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 19:56,,0d 0h 1m 1s,AICIN,Not Classified
28-09-2023 19:55,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 19:56,,0d 0h 1m 1s,AICIN,Not Classified
28-09-2023 19:55,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 19:56,,0d 0h 1m 1s,AICIN,Not Classified
28-09-2023 19:55,Azure: There are errors in requests to API,28-09-2023 19:55,,0d 0h 0m 50s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 19:52,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 19:54,,0d 0h 1m 30s,AICIN,Not Classified
28-09-2023 19:52,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 19:54,,0d 0h 1m 30s,AICIN,Not Classified
28-09-2023 19:52,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 19:54,,0d 0h 1m 30s,AICIN,Not Classified
28-09-2023 19:46,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 19:49,,0d 0h 3m 40s,AICIN,Not Classified
28-09-2023 19:46,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 19:49,,0d 0h 3m 40s,AICIN,Not Classified
28-09-2023 19:46,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 19:49,,0d 0h 3m 40s,AICIN,Not Classified
28-09-2023 19:40,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 19:43,,0d 0h 3m 2s,AICIN,Not Classified
28-09-2023 19:40,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 19:43,,0d 0h 3m 2s,AICIN,Not Classified
28-09-2023 19:40,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 19:43,,0d 0h 3m 2s,AICIN,Not Classified
28-09-2023 19:36,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 19:39,,0d 0h 3m 10s,AICIN,Not Classified
28-09-2023 19:36,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 19:39,,0d 0h 3m 10s,AICIN,Not Classified
28-09-2023 19:36,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 19:39,,0d 0h 3m 10s,AICIN,Not Classified
28-09-2023 19:26,The Memory Pages/sec is too high,28-09-2023 19:29,,0d 0h 3m 2s,AICIN,Information
28-09-2023 19:26,Azure: There are errors in requests to API,28-09-2023 19:26,,0d 0h 0m 48s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 19:25,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 19:33,,0d 0h 7m 34s,AICIN,Not Classified
28-09-2023 19:25,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 19:33,,0d 0h 7m 34s,AICIN,Not Classified
28-09-2023 19:25,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 19:33,,0d 0h 7m 34s,AICIN,Not Classified
28-09-2023 19:20,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 19:22,,0d 0h 1m 29s,AICIN,Not Classified
28-09-2023 19:20,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 19:22,,0d 0h 1m 29s,AICIN,Not Classified
28-09-2023 19:20,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 19:22,,0d 0h 1m 29s,AICIN,Not Classified
28-09-2023 19:17,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 19:19,,0d 0h 1m 23s,AICIN,Not Classified
28-09-2023 19:17,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 19:19,,0d 0h 1m 23s,AICIN,Not Classified
28-09-2023 19:17,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 19:19,,0d 0h 1m 23s,AICIN,Not Classified
28-09-2023 19:13,Windows(C:): Disk space is critically low,28-09-2023 20:03,,0d 0h 50m 1s,AICIN,Warning
28-09-2023 19:13,Windows(C:): Disk space is critically low,28-09-2023 20:03,,0d 0h 50m 1s,AICIN,Warning
28-09-2023 19:13,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 19:14,,0d 0h 1m 31s,AICIN,Not Classified
28-09-2023 19:13,Windows(C:): Disk space is critically low,28-09-2023 20:03,,0d 0h 50m 1s,AICIN,Warning
28-09-2023 19:13,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 19:14,,0d 0h 1m 31s,AICIN,Not Classified
28-09-2023 19:13,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 19:14,,0d 0h 1m 31s,AICIN,Not Classified
28-09-2023 19:13,Windows(C:): Disk space is critically low,28-09-2023 20:03,,0d 0h 50m 1s,AICIN,Warning
